merchant_id,merchant_risk_score,merchant_type
MERCH_0093,0.09840594351651588,E-commerce
MERCH_0094,0.5950994360700113,E-commerce
MERCH_0095,0.8977917247632846,Retail
MERCH_0096,0.461001713501731,E-commerce
MERCH_0097,0.9536765426687774,Food
MERCH_0098,0.8516459907925277,Retail
MERCH_0099,0.8248281700238458,Food
MERCH_0100,0.2883383998833817,Services
MERCH_0101,0.06413162708255404,Food
MERCH_0102,0.8456341281173109,Travel
MERCH_0103,0.9695973097355254,Travel
MERCH_0104,0.4782495692188409,Services
MERCH_0105,0.8763171663298891,E-commerce
MERCH_0106,0.9707420134375958,E-commerce
MERCH_0107,0.4416091721835942,Food
MERCH_0108,0.5925418534639412,E-commerce
MERCH_0109,0.7322583856831916,E-commerce
MERCH_0110,0.8091974022722259,Travel
MERCH_0111,0.4391030695079686,Retail
MERCH_0112,0.8469094216397417,E-commerce
MERCH_0113,0.6095461176900424,Retail
MERCH_0114,0.21593744684162575,Services
MERCH_0115,0.017396687458062998,Retail
MERCH_0116,0.3915506957926841,Food
MERCH_0117,0.26198042287152423,Retail
MERCH_0118,0.912160000577956,Services
MERCH_0119,0.26874901145110985,Services
MERCH_0120,0.08899079794235232,Services
MERCH_0121,0.6339772074108174,E-commerce
MERCH_0122,0.28931468738584587,Retail
MERCH_0123,0.29606241607112804,Food
MERCH_0124,0.9060906611808524,Services
MERCH_0125,0.5414628673988023,Services
MERCH_0126,0.7485675950817117,Food
MERCH_0127,0.7576686160144015,Travel
MERCH_0128,0.1562310113260953,Retail
MERCH_0129,0.6545841266799626,Services
MERCH_0130,0.6088061031898953,Food
MERCH_0131,0.9159454984081704,Travel
MERCH_0132,0.6593952521124126,Travel
MERCH_0133,0.4317781200866486,Retail
MERCH_0134,0.6026702920329617,E-commerce
MERCH_0135,0.5705543494133491,Retail
MERCH_0136,0.4863229562153538,E-commerce
MERCH_0137,0.8633841995387972,Services
MERCH_0138,0.1839569402335075,Travel
MERCH_0139,0.5258062535727057,Retail
MERCH_0140,0.3913772127497258,Retail
MERCH_0141,0.7508109797180172,Food
MERCH_0142,0.7934943224143532,Services
MERCH_0143,0.023334493647346854,Services
MERCH_0144,0.8355385656211892,Services
MERCH_0145,0.475748538783595,E-commerce
MERCH_0146,0.12383032664508387,E-commerce
MERCH_0147,0.7373001976161896,E-commerce
MERCH_0148,0.3470246666657192,Travel
MERCH_0149,0.27059028453969614,E-commerce
MERCH_0150,0.6867765168918869,Retail
MERCH_0151,0.9729786469375257,Retail
MERCH_0152,0.934683775502316,Retail
MERCH_0153,0.7048910961968493,Travel
MERCH_0154,0.16322837380826127,Retail
MERCH_0155,0.8430837538037365,Travel
MERCH_0156,0.522729719345131,Retail
MERCH_0157,0.8906360957172706,Services
MERCH_0158,0.5645934801676905,Food
MERCH_0159,0.962660663077417,Food
MERCH_0160,0.5128246129173412,Travel
MERCH_0161,0.8982638380396503,Travel
MERCH_0162,0.9140723546319361,Services
MERCH_0163,0.883745056320846,Retail
MERCH_0164,0.36970371529417645,Retail
MERCH_0165,0.5189197459988701,Retail
MERCH_0166,0.3012848749249276,Retail
MERCH_0167,0.5453317118729778,Services
MERCH_0168,0.034730536585247274,Services
MERCH_0169,0.3458574686679723,Food
MERCH_0170,0.4660953726029138,Services
MERCH_0171,0.7140201679783217,Travel
MERCH_0172,0.16858002294153485,E-commerce
MERCH_0173,0.42769951535154027,E-commerce
MERCH_0174,0.571790265612068,Food
MERCH_0175,0.3716424381729726,Retail
MERCH_0176,0.734261091340749,Retail
MERCH_0177,0.26861074740359725,Travel
MERCH_0178,0.5472177184937957,E-commerce
MERCH_0179,0.7359548788092918,Food
MERCH_0180,0.6661253182266689,Retail
MERCH_0181,0.32100129337420125,Retail
MERCH_0182,0.20663210021675205,Retail
MERCH_0183,0.1784638979742188,Services
MERCH_0184,0.31955562188260345,Services
MERCH_0185,0.920990368598164,Travel
MERCH_0186,0.09744114663136627,Travel
MERCH_0187,0.7897061306947097,Travel
MERCH_0188,0.3407980927211052,Retail
MERCH_0189,0.8660704513926261,E-commerce
MERCH_0190,0.9950927508008194,Food
MERCH_0191,0.355992603293105,Services
MERCH_0192,0.8662946008667249,Retail
MERCH_0193,0.05420536949677801,E-commerce
MERCH_0194,0.5301341011406219,Retail
MERCH_0195,0.4610234791382658,Retail
MERCH_0196,0.21162610042402208,Retail
MERCH_0197,0.22625969924300537,Retail
MERCH_0198,0.6136103300172838,Food
MERCH_0199,0.653283041952692,E-commerce
MERCH_0200,0.47796264268659705,Retail
MERCH_0201,0.8252999567345402,Services
MERCH_0202,0.7893966526244417,Retail
MERCH_0203,0.1949428803306249,Services
MERCH_0204,0.4563293073703264,Retail
MERCH_0205,0.5343620566960269,E-commerce
MERCH_0206,0.9653249109415065,Retail
MERCH_0207,0.6777954689685244,Services
MERCH_0208,0.8700408230297948,Services
MERCH_0209,0.9474342646109376,E-commerce
MERCH_0210,0.907965652364341,Food
MERCH_0211,0.6187330887559913,Retail
MERCH_0212,0.21928392782159667,Travel
MERCH_0213,0.5210599596531302,Travel
MERCH_0214,0.9917855627166604,Travel
MERCH_0215,0.47638255185925504,Food
MERCH_0216,0.34325404771606405,Travel
MERCH_0217,0.4498796058174601,Retail
MERCH_0218,0.32630407649822113,Food
MERCH_0219,0.2905699926888393,Services
MERCH_0220,0.1534656868360671,Food
MERCH_0221,0.03933629643864467,Travel
MERCH_0222,0.4838938328818112,Services
MERCH_0223,0.8301412113922568,Retail
MERCH_0224,0.5023828899432513,Services
MERCH_0225,0.7541741750328679,Food
MERCH_0226,0.5399890119935913,E-commerce
MERCH_0227,0.21305660866499043,Food
MERCH_0228,0.4190480847007624,Food
MERCH_0229,0.5182290236866918,E-commerce
MERCH_0230,0.24560749272393267,Travel
MERCH_0231,0.7284194545649033,Retail
MERCH_0232,0.171742674635188,E-commerce
MERCH_0233,0.4287418622807383,Services
MERCH_0234,0.5034922615136702,E-commerce
MERCH_0235,0.09168538422017014,Travel
MERCH_0236,0.07953840010730007,Retail
MERCH_0237,0.6424704219547563,Services
MERCH_0238,0.6813148868236927,Services
MERCH_0239,0.3869680840795575,Food
MERCH_0240,0.265080823413522,Travel
MERCH_0241,0.32209743406219526,Travel
MERCH_0242,0.5555077595511448,Travel
MERCH_0243,0.46516019496644645,Retail
MERCH_0244,0.4006877824584958,Travel
MERCH_0245,0.37289746498622733,Retail
MERCH_0246,0.2746614768802469,E-commerce
MERCH_0247,0.42699913643318665,Retail
MERCH_0248,0.6381276639053176,Food
MERCH_0249,0.3351626434335975,Travel
MERCH_0250,0.6216218617040203,Travel
MERCH_0251,0.2567109688336898,Travel
MERCH_0252,0.0005772295932915394,Food
MERCH_0253,0.08551782208348624,Services
MERCH_0254,0.6412035641452797,Retail
MERCH_0255,0.905249256330141,E-commerce
MERCH_0256,0.6626125352377985,Retail
MERCH_0257,0.2260218122814318,E-commerce
MERCH_0258,0.9334488673419613,Services
MERCH_0259,0.564964220642946,Services
MERCH_0260,0.10402662870823587,Services
MERCH_0261,0.0017337471827842954,Food
MERCH_0262,0.1844244656265801,Services
MERCH_0263,0.614010883116906,Food
MERCH_0264,0.7320242550423967,Services
MERCH_0265,0.7373454861714034,E-commerce
MERCH_0266,0.4178679301378565,Retail
MERCH_0267,0.18351324069307717,Services
MERCH_0268,0.8229459181095652,Travel
MERCH_0269,0.5703324559789158,Travel
MERCH_0270,0.6346129717918162,Food
MERCH_0271,0.2289855945425069,Services
MERCH_0272,0.8988275755803342,Food
MERCH_0273,0.3231518895243486,E-commerce
MERCH_0274,0.49029368315033306,Travel
MERCH_0275,0.05152443080618152,Travel
MERCH_0276,0.03667164345705087,Food
MERCH_0277,0.8374384391351515,Travel
MERCH_0278,0.45510009545827246,Travel
MERCH_0279,0.14831128641901814,Retail
MERCH_0280,0.11917669224469307,E-commerce
MERCH_0281,0.23997909857839983,Travel
MERCH_0282,0.713254474136578,Travel
MERCH_0283,0.21122301772030927,E-commerce
MERCH_0284,0.3049046523575024,Travel
MERCH_0285,0.41428714219295726,E-commerce
MERCH_0286,0.8892565166789906,E-commerce
MERCH_0287,0.8337985455997019,Travel
MERCH_0288,0.6488054763617813,Retail
MERCH_0289,0.231881847978188,Services
MERCH_0290,0.8972357145259942,Travel
MERCH_0291,0.6458471689479266,Retail
MERCH_0292,0.6116135707812365,Services
MERCH_0293,0.9804139216582112,Services
MERCH_0294,0.36507821583247246,Food
MERCH_0295,0.0008797027839362315,Food
MERCH_0296,0.19515062116645243,Food
MERCH_0297,0.9214114775447009,Services
MERCH_0298,0.8523965882913895,Retail
MERCH_0299,0.23952538664855683,Travel
MERCH_0300,0.2970859564068873,Retail
MERCH_0301,0.7069907853643557,Travel
MERCH_0302,0.0628542633386493,Food
MERCH_0303,0.036377179088315614,Retail
MERCH_0304,0.28421002307824506,Retail
MERCH_0305,0.24858727715406215,Food
MERCH_0306,0.8914012381200911,Retail
MERCH_0307,0.8641278015088318,Food
MERCH_0308,0.5489107609464969,E-commerce
MERCH_0309,0.31396770298335896,Travel
MERCH_0310,0.34243800538141755,Travel
MERCH_0311,0.8168014105844489,Retail
MERCH_0312,0.5145408472557648,E-commerce
MERCH_0313,0.5530483744729663,Retail
MERCH_0314,0.8384418526765395,Services
MERCH_0315,0.04098966948468452,Services
MERCH_0316,0.36514179277229,Services
MERCH_0317,0.4607690567823147,E-commerce
MERCH_0318,0.4181467509746285,E-commerce
MERCH_0319,0.8984084707491449,E-commerce
MERCH_0320,0.2230544016104049,Services
MERCH_0321,0.3099945520870542,Retail
MERCH_0322,0.8820043587607144,Food
MERCH_0323,0.14913360878535242,Travel
MERCH_0324,0.006034415984017993,Retail
MERCH_0325,0.4809389116220655,Food
MERCH_0326,0.6122240008589108,Services
MERCH_0327,0.8713231884962219,Retail
MERCH_0328,0.5168434355722791,Retail
MERCH_0329,0.8964592872183712,Retail
MERCH_0330,0.11210863631830748,Retail
MERCH_0331,0.9152175811059423,Food
MERCH_0332,0.25497401087390736,Food
MERCH_0333,0.6817103887573884,Retail
MERCH_0334,0.3805223818314921,E-commerce
MERCH_0335,0.5104532595122446,Travel
MERCH_0336,0.48843333603803785,Food
MERCH_0337,0.9068711749452273,Retail
MERCH_0338,0.4795908362165374,Services
MERCH_0339,0.752810358077432,E-commerce
MERCH_0340,0.615949971344918,Travel
MERCH_0341,0.021193985858651287,Retail
MERCH_0342,0.07910332376301155,Retail
MERCH_0343,0.6296566571595421,Food
MERCH_0344,0.1428387890917151,E-commerce
MERCH_0345,0.1115570501129417,Food
MERCH_0346,0.6654715790918336,Food
MERCH_0347,0.7884885956077524,E-commerce
MERCH_0348,0.774328651214292,Food
MERCH_0349,0.18227101303601656,Food
MERCH_0350,0.22277684113178942,Travel
MERCH_0351,0.3016877957520935,E-commerce
MERCH_0352,0.5991043068102994,Services
MERCH_0353,0.5596151594883331,Retail
MERCH_0354,0.3921069990751165,Travel
MERCH_0355,0.8248576318463211,Retail
MERCH_0356,0.9925505618548564,Travel
MERCH_0357,0.339108918094285,Travel
MERCH_0358,0.7905134422226137,Services
MERCH_0359,0.8025731019571725,Food
MERCH_0360,0.7781282860184362,Services
MERCH_0361,0.6581103672808452,Services
MERCH_0362,0.5377393320759586,Services
MERCH_0363,0.624936412529223,E-commerce
MERCH_0364,0.00519094201356074,Retail
MERCH_0365,0.5656010730592956,Food
MERCH_0366,0.1784017053750866,E-commerce
MERCH_0367,0.12125357821259197,Retail
MERCH_0368,0.7450416813748416,Services
MERCH_0369,0.8800489465676761,E-commerce
MERCH_0370,0.49053629524708053,Food
MERCH_0371,0.29950329772461715,Travel
MERCH_0372,0.15885079100484345,E-commerce
MERCH_0373,0.16853058810630672,Retail
MERCH_0374,0.29279709378824925,E-commerce
MERCH_0375,0.8216370000307773,Travel
MERCH_0376,0.47067046955397285,Food
MERCH_0377,0.31881998043710313,Services
MERCH_0378,0.11642483736037712,Food
MERCH_0379,0.8920273772373581,Travel
MERCH_0380,0.5359270187347032,Food
MERCH_0381,0.3581429152609955,Travel
MERCH_0382,0.37266403994173014,Travel
MERCH_0383,0.462399989655937,Travel
MERCH_0384,0.10973273249180393,Food
MERCH_0385,0.8385028176066273,Retail
MERCH_0386,0.8389554927875811,Travel
MERCH_0387,0.029125941889654117,Food
MERCH_0388,0.02687172840271357,Food
MERCH_0389,0.3172675996480391,Services
MERCH_0390,0.4609446791617483,Retail
MERCH_0391,0.46595614669588115,Travel
MERCH_0392,0.7753450439316583,Food
MERCH_0393,0.06189094863438549,Retail
MERCH_0394,0.19971256037214358,Services
MERCH_0395,0.6678155606003364,E-commerce
MERCH_0396,0.9811789468894875,E-commerce
MERCH_0397,0.5425480842293189,Services
MERCH_0398,0.5221511200734522,Services
MERCH_0399,0.35077412361542715,E-commerce
MERCH_0400,0.43051630853874545,Travel
MERCH_0401,0.7481479516371908,Retail
MERCH_0402,0.3680535406897465,Retail
MERCH_0403,0.04864246831004504,E-commerce
MERCH_0404,0.704858009439238,Travel
MERCH_0405,0.8406576129871306,Food
MERCH_0406,0.2673180811988858,Services
MERCH_0407,0.20590509705722104,E-commerce
MERCH_0408,0.0775607772224558,Food
MERCH_0409,0.636459514751764,Retail
MERCH_0410,0.6391748934513015,E-commerce
MERCH_0411,0.938198343576637,Services
MERCH_0412,0.28351803688749977,Retail
MERCH_0413,0.48880254900378417,E-commerce
MERCH_0414,0.2846945016091097,E-commerce
MERCH_0415,0.4696826199560079,Retail
MERCH_0416,0.9150221070497991,Services
MERCH_0417,0.6529265533875399,Food
MERCH_0418,0.6338063987565129,E-commerce
MERCH_0419,0.6402930793287687,Services
MERCH_0420,0.8368486710281114,Food
MERCH_0421,0.2681191558264816,Travel
MERCH_0422,0.5160775121119251,Services
MERCH_0423,0.9803629586826521,E-commerce
MERCH_0424,0.6319819100088995,Food
MERCH_0425,0.8439036395658102,Travel
MERCH_0426,0.20387668551854055,E-commerce
MERCH_0427,0.7637773145613943,Retail
MERCH_0428,0.7802788931179266,E-commerce
MERCH_0429,0.8599299085396996,Retail
MERCH_0430,0.6393121997822112,Travel
MERCH_0431,0.8700577185993179,Food
MERCH_0432,0.8984526620854395,Food
MERCH_0433,0.5540841718424439,Food
MERCH_0434,0.8090887687719446,Retail
MERCH_0435,0.06507032650694411,E-commerce
MERCH_0436,0.8150960950741369,Travel
MERCH_0437,0.9686797678708501,E-commerce
MERCH_0438,0.9693333173660812,Services
MERCH_0439,0.49555918853217285,E-commerce
MERCH_0440,0.5099803154668602,Services
MERCH_0441,0.1743347677183701,E-commerce
MERCH_0442,0.8609910435025929,Services
MERCH_0443,0.9296006985820149,Food
MERCH_0444,0.2973761898427578,Food
MERCH_0445,0.5633904191928493,Travel
MERCH_0446,0.2886656065866269,Retail
MERCH_0447,0.6561386309815654,Services
MERCH_0448,0.7087619183401634,E-commerce
MERCH_0449,0.12894529410812972,E-commerce
MERCH_0450,0.8754056693899045,E-commerce
MERCH_0451,0.5088077335256843,Food
MERCH_0452,0.3570635533034222,Services
MERCH_0453,0.06250207301130273,Retail
MERCH_0454,0.6584177721589991,Services
MERCH_0455,0.34105580857094975,Services
MERCH_0456,0.5064611467848887,Travel
MERCH_0457,0.7368793969618735,Food
MERCH_0458,0.9122399906635307,Retail
MERCH_0459,0.03261341657313077,Food
MERCH_0460,0.29188201004136105,E-commerce
MERCH_0461,0.6944578006286904,Services
MERCH_0462,0.9029107950511923,Retail
MERCH_0463,0.6624742337199157,Services
MERCH_0464,0.5788782360604006,E-commerce
MERCH_0465,0.7299226425753987,Travel
MERCH_0466,0.5430797536395501,E-commerce
MERCH_0467,0.6546982935304597,Services
MERCH_0468,0.17003843743478197,Food
MERCH_0469,0.41744403484271575,Services
MERCH_0470,0.025828827997119164,E-commerce
MERCH_0471,0.48683740586586866,Travel
MERCH_0472,0.12406483667954193,E-commerce
MERCH_0473,0.1251054364741475,E-commerce
MERCH_0474,0.1338557503808261,Services
MERCH_0475,0.003052012322664277,Travel
MERCH_0476,0.1721576905926715,E-commerce
MERCH_0477,0.09253723821251036,Food
MERCH_0478,0.31551936960525173,Services
MERCH_0479,0.7500277389467549,Retail
MERCH_0480,0.28211964213174834,E-commerce
MERCH_0481,0.5234431998491721,Food
MERCH_0482,0.6808455700126674,Food
MERCH_0483,0.16768863696491565,Food
MERCH_0484,0.015104784359454282,Services
MERCH_0485,0.29712804519387226,E-commerce
MERCH_0486,0.7668682173061927,Services
MERCH_0487,0.3467308931498668,Services
MERCH_0488,0.3514941604727595,Services
MERCH_0489,0.23917332267635139,Retail
MERCH_0490,0.8947291128272397,Food
MERCH_0491,0.291308516169157,Services
MERCH_0492,0.9755934091054389,Food
MERCH_0493,0.2601667281107486,Services
MERCH_0494,0.26422733157286815,Travel
MERCH_0495,0.4190911558814052,Retail
MERCH_0496,0.7921731307027239,Services
MERCH_0497,0.005742456714414201,Retail
MERCH_0498,0.8266704665075885,Retail
MERCH_0499,0.5833160587947629,Travel
