transaction_id,timestamp,customer_id,merchant_id,amount,currency,payment_method,processor_pathway,status,failure_reason,chargeback_reason,merchant_type,fraud_risk_score,device_type,network_type,location,transaction_type,hour_of_day,day_of_week,is_weekend,time_since_last_transaction
TXN_00086036,2025-01-17 13:02:04,CUST_000000,MERCH_0439,18236.87306057145,EUR,USSD,USSD_Airtel,Success,None,None,Retail,0.32546945162329144,Tablet,3G,Lagos,Purchase,13,4,0,107844.0
TXN_00001819,2025-01-19 09:13:50,CUST_000000,MERCH_0028,898.198323871963,EUR,Mobile_Money,USSD_MTN,Success,None,None,Retail,0.3729690698288384,Tablet,3G,Port Harcourt,Refund,9,6,1,159106.0
TXN_00001987,2025-01-20 04:26:26,CUST_000000,MERCH_0480,1450.8454229755218,EUR,Card,Card_Verve,Success,None,None,Travel,0.8503766792212386,Desktop,WiFi,Port Harcourt,Transfer,4,0,0,69156.0
TXN_00093054,2025-01-28 22:07:58,CUST_000000,MERCH_0044,9771.14356062975,NGN,Card,USSD_MTN,Success,None,None,Retail,0.8159850620318506,Desktop,WiFi,Abuja,Purchase,22,1,0,754892.0
TXN_00011213,2025-02-04 05:50:13,CUST_000000,MERCH_0306,2266.474563169272,EUR,USSD,Bank_Transfer_Zenith,Failed,Fraud_Detected,None,Travel,0.21398042996394706,Mobile,3G,Lagos,Purchase,5,1,0,546135.0
TXN_00089016,2025-02-04 05:50:40,CUST_000000,MERCH_0420,2838.273858948428,NGN,Mobile_Money,Bank_Transfer_FirstBank,Failed,Processor_Down,None,Retail,0.32710584285478783,Desktop,WiFi,Ibadan,Refund,5,1,0,27.0
TXN_00052530,2025-02-05 15:24:20,CUST_000000,MERCH_0393,5862.12651229411,NGN,Mobile_Money,Mobile_Money_Paga,Success,None,None,Food,0.9160965156522535,Desktop,3G,Kano,Purchase,15,2,0,120820.0
TXN_00017114,2025-02-06 13:19:32,CUST_000000,MERCH_0316,17990.28770416625,NGN,Mobile_Money,Mobile_Money_Paga,Success,None,None,E-commerce,0.2276379387704932,Tablet,WiFi,Kano,Transfer,13,3,0,78912.0
TXN_00041427,2025-02-09 05:34:26,CUST_000000,MERCH_0375,6098.972564134342,USD,USSD,Bank_Transfer_GTBank,Success,None,None,Retail,0.6308727837501897,POS,3G,Lagos,Transfer,5,6,1,231294.0
TXN_00056835,2025-02-10 02:34:08,CUST_000000,MERCH_0191,2454.6311168701427,EUR,Mobile_Money,USSD_Airtel,Success,None,None,Services,0.27456891207454204,Mobile,4G,Port Harcourt,Purchase,2,0,0,75582.0
TXN_00077260,2025-02-12 20:07:57,CUST_000000,MERCH_0482,3085.050917888377,EUR,Mobile_Money,Card_Verve,Success,None,None,Retail,0.11312379381288984,Desktop,WiFi,Abuja,Purchase,20,2,0,236029.0
TXN_00003938,2025-02-16 11:37:12,CUST_000000,MERCH_0143,6464.831204137763,USD,Bank_Transfer,Bank_Transfer_GTBank,Failed,Processor_Down,None,Travel,0.13986473589463,Desktop,3G,Abuja,Refund,11,6,1,314955.0
TXN_00007333,2025-02-19 02:35:54,CUST_000000,MERCH_0243,12805.968054386596,NGN,USSD,Bank_Transfer_Zenith,Success,None,None,Retail,0.19005271253737277,POS,WiFi,Lagos,Purchase,2,2,0,226722.0
TXN_00006411,2025-02-19 18:12:27,CUST_000000,MERCH_0203,7923.363576153127,EUR,USSD,Card_Verve,Success,None,None,Services,0.6670048624243937,Desktop,3G,Port Harcourt,Refund,18,2,0,56193.0
TXN_00070385,2025-02-19 21:36:48,CUST_000000,MERCH_0351,3337.976252661346,EUR,Card,USSD_Airtel,Success,None,None,Retail,0.6057930991193541,Desktop,4G,Ibadan,Refund,21,2,0,12261.0
TXN_00069378,2025-02-21 10:31:44,CUST_000000,MERCH_0227,1153.6025510624931,USD,Card,Bank_Transfer_FirstBank,Success,None,None,Food,0.949876175769742,Desktop,4G,Ibadan,Purchase,10,4,0,132896.0
TXN_00002796,2025-02-21 18:59:58,CUST_000000,MERCH_0148,667.7840038961501,EUR,Card,USSD_Airtel,Success,None,None,Retail,0.6396418229591705,POS,4G,Lagos,Purchase,18,4,0,30494.0
TXN_00069321,2025-02-22 09:44:45,CUST_000000,MERCH_0123,3877.36977863756,EUR,Mobile_Money,Bank_Transfer_FirstBank,Success,None,None,Services,0.29712908636723756,Desktop,3G,Kano,Refund,9,5,1,53087.0
TXN_00059903,2025-02-22 23:25:25,CUST_000000,MERCH_0324,2332.093013074171,NGN,Card,Mobile_Money_OPay,Success,None,None,Travel,0.6477076783317802,Tablet,WiFi,Kano,Purchase,23,5,1,49240.0
TXN_00030562,2025-02-23 19:16:51,CUST_000000,MERCH_0087,1209.2237197098943,USD,Bank_Transfer,Mobile_Money_OPay,Success,None,None,E-commerce,0.06852474621670768,Tablet,3G,Lagos,Purchase,19,6,1,71486.0
TXN_00068346,2025-02-27 00:23:41,CUST_000000,MERCH_0075,2783.516842195323,NGN,Mobile_Money,USSD_MTN,Success,None,None,Services,0.19088450582249517,Mobile,WiFi,Kano,Refund,0,3,0,277610.0
TXN_00091393,2025-03-03 09:03:21,CUST_000000,MERCH_0421,9558.655476661273,EUR,Bank_Transfer,USSD_Airtel,Success,None,None,Travel,0.02292364344995801,Tablet,WiFi,Lagos,Purchase,9,0,0,376780.0
TXN_00037196,2025-03-14 03:48:45,CUST_000000,MERCH_0073,24776.21889212142,USD,Mobile_Money,Mobile_Money_OPay,Success,None,None,E-commerce,0.8128115908844554,Desktop,3G,Lagos,Purchase,3,4,0,931524.0
TXN_00070673,2025-03-14 23:16:31,CUST_000000,MERCH_0347,6608.601660073741,USD,Bank_Transfer,Card_Visa,Success,None,None,Travel,0.23429962471479204,Desktop,3G,Ibadan,Refund,23,4,0,70066.0
TXN_00029858,2025-03-16 14:53:10,CUST_000000,MERCH_0270,2864.347289650781,USD,Bank_Transfer,USSD_Airtel,Success,None,None,Services,0.3997457677777748,POS,4G,Lagos,Transfer,14,6,1,142599.0
TXN_00026216,2025-03-19 02:08:21,CUST_000000,MERCH_0127,4286.580564895963,NGN,Card,Bank_Transfer_Zenith,Failed,Fraud_Detected,None,Travel,0.8391035761198049,POS,4G,Abuja,Transfer,2,2,0,213311.0
TXN_00082826,2025-03-19 02:24:51,CUST_000000,MERCH_0498,3560.663325130704,EUR,Card,Bank_Transfer_Zenith,Success,None,None,Food,0.35595784853666035,Mobile,WiFi,Abuja,Transfer,2,2,0,990.0
TXN_00075451,2025-03-21 01:03:21,CUST_000000,MERCH_0083,2778.9645482207493,EUR,Card,Bank_Transfer_Zenith,Success,None,None,Food,0.5766128545174225,Tablet,WiFi,Kano,Purchase,1,4,0,167910.0
TXN_00057795,2025-03-21 12:27:37,CUST_000000,MERCH_0355,3144.4900769201568,USD,USSD,Bank_Transfer_GTBank,Success,None,None,E-commerce,0.8994181246345055,Tablet,WiFi,Port Harcourt,Transfer,12,4,0,41056.0
TXN_00086333,2025-03-22 04:15:17,CUST_000000,MERCH_0184,961.4607148678222,USD,Card,Bank_Transfer_GTBank,Success,None,None,Retail,0.7251437946469292,POS,WiFi,Kano,Purchase,4,5,1,56860.0
TXN_00073895,2025-03-22 16:09:22,CUST_000000,MERCH_0430,910.3572757422479,EUR,Bank_Transfer,USSD_MTN,Success,None,None,Services,0.1587471870057947,Desktop,3G,Port Harcourt,Refund,16,5,1,42845.0
TXN_00041526,2025-03-24 09:16:04,CUST_000000,MERCH_0335,1313.6055886640515,NGN,USSD,Card_Verve,Success,None,None,E-commerce,0.8122394661083974,POS,4G,Port Harcourt,Transfer,9,0,0,148002.0
TXN_00054288,2025-03-24 22:17:11,CUST_000000,MERCH_0462,5274.03599849149,EUR,Mobile_Money,Mobile_Money_OPay,Chargeback,None,Disputed,Retail,0.4552054206534477,Mobile,4G,Kano,Purchase,22,0,0,46867.0
TXN_00040954,2025-03-25 09:03:14,CUST_000000,MERCH_0068,1597.0167344278086,EUR,Card,Bank_Transfer_Zenith,Success,None,None,Travel,0.528326989383633,Tablet,WiFi,Kano,Transfer,9,1,0,38763.0
TXN_00091800,2025-03-29 14:45:41,CUST_000000,MERCH_0045,711.1508710923573,USD,Mobile_Money,Bank_Transfer_GTBank,Success,None,None,Food,0.19769744845037707,Tablet,4G,Abuja,Transfer,14,5,1,366147.0
TXN_00079736,2025-03-31 09:08:45,CUST_000000,MERCH_0038,4144.533079785624,NGN,Bank_Transfer,Card_Mastercard,Success,None,None,Services,0.6475493147774708,Desktop,4G,Port Harcourt,Purchase,9,0,0,152584.0
TXN_00040135,2025-04-01 01:48:13,CUST_000000,MERCH_0031,3110.422830726476,USD,USSD,Bank_Transfer_FirstBank,Failed,Network_Error,None,Food,0.8292353714457713,Tablet,4G,Port Harcourt,Refund,1,1,0,59968.0
TXN_00022365,2025-04-06 02:54:40,CUST_000000,MERCH_0223,1349.5649516957908,EUR,USSD,Card_Mastercard,Success,None,None,Food,0.13283680520082142,Desktop,3G,Lagos,Purchase,2,6,1,435987.0
TXN_00001701,2025-04-06 18:51:25,CUST_000000,MERCH_0176,13904.962616276192,EUR,Card,Bank_Transfer_FirstBank,Failed,Insufficient_Funds,None,Retail,0.24934662178661782,Tablet,3G,Port Harcourt,Refund,18,6,1,57405.0
TXN_00038694,2025-04-07 12:34:00,CUST_000000,MERCH_0496,2915.9170903989652,NGN,Card,Bank_Transfer_FirstBank,Success,None,None,E-commerce,0.3335420580954934,POS,4G,Kano,Purchase,12,0,0,63755.0
TXN_00002207,2025-04-10 13:38:43,CUST_000000,MERCH_0169,1391.7469144272713,EUR,USSD,Bank_Transfer_GTBank,Success,None,None,Retail,0.15337598236697014,Mobile,4G,Ibadan,Refund,13,3,0,263083.0
TXN_00060361,2025-04-10 23:41:10,CUST_000000,MERCH_0121,499.46870007351873,NGN,Bank_Transfer,Bank_Transfer_Zenith,Success,None,None,Retail,0.9260739599797456,Tablet,3G,Abuja,Refund,23,3,0,36147.0
TXN_00052878,2025-04-12 02:31:19,CUST_000000,MERCH_0113,4290.046063862436,USD,USSD,Card_Visa,Success,None,None,Food,0.26139005513994285,Tablet,4G,Ibadan,Refund,2,5,1,96609.0
TXN_00021832,2025-04-14 19:47:10,CUST_000000,MERCH_0267,1935.2426165495833,EUR,Card,Card_Mastercard,Success,None,None,Food,0.7938217733781007,Tablet,3G,Kano,Purchase,19,0,0,234951.0
TXN_00079748,2025-04-16 20:01:17,CUST_000000,MERCH_0287,3598.299138380258,EUR,USSD,Mobile_Money_Paga,Success,None,None,Travel,0.039892036259742136,POS,4G,Abuja,Purchase,20,2,0,173647.0
TXN_00076027,2025-04-16 21:59:59,CUST_000000,MERCH_0158,1119.5888970643002,NGN,Mobile_Money,Mobile_Money_OPay,Failed,Insufficient_Funds,None,E-commerce,0.9925655664070039,Mobile,WiFi,Lagos,Refund,21,2,0,7122.0
TXN_00065645,2025-04-21 02:54:03,CUST_000000,MERCH_0478,6973.049182608433,NGN,Bank_Transfer,Bank_Transfer_Zenith,Success,None,None,E-commerce,0.518008800250172,Desktop,4G,Port Harcourt,Purchase,2,0,0,363244.0
TXN_00007975,2025-04-22 13:43:49,CUST_000000,MERCH_0250,1059.553836033968,USD,Mobile_Money,Mobile_Money_OPay,Success,None,None,Services,0.7514314634548525,Tablet,WiFi,Abuja,Purchase,13,1,0,125386.0
TXN_00069631,2025-04-25 07:11:33,CUST_000000,MERCH_0284,968.3409820473333,USD,USSD,Bank_Transfer_GTBank,Success,None,None,Travel,0.8192367861699779,Mobile,WiFi,Lagos,Transfer,7,4,0,235664.0
TXN_00073661,2025-04-25 13:53:09,CUST_000000,MERCH_0283,1680.875252028534,USD,Bank_Transfer,Card_Visa,Success,None,None,Services,0.3614140799119776,Tablet,4G,Ibadan,Purchase,13,4,0,24096.0
TXN_00056597,2025-04-26 02:33:50,CUST_000000,MERCH_0302,923.6982103593748,EUR,Bank_Transfer,Bank_Transfer_Zenith,Success,None,None,E-commerce,0.5033687265022888,POS,4G,Lagos,Refund,2,5,1,45641.0
TXN_00047049,2025-04-28 23:04:59,CUST_000000,MERCH_0048,4960.0679149973,NGN,Bank_Transfer,Mobile_Money_OPay,Failed,Insufficient_Funds,None,Travel,0.07133351968989299,Tablet,WiFi,Ibadan,Purchase,23,0,0,246669.0
TXN_00090387,2025-04-30 23:27:25,CUST_000000,MERCH_0313,9026.25903845508,USD,Bank_Transfer,Bank_Transfer_Zenith,Success,None,None,Retail,0.30215445936591523,Tablet,4G,Kano,Refund,23,2,0,174146.0
TXN_00052275,2025-05-02 01:31:22,CUST_000000,MERCH_0437,417.5017540758855,NGN,Mobile_Money,Bank_Transfer_Zenith,Success,None,None,Travel,0.8680172774438214,Mobile,4G,Port Harcourt,Purchase,1,4,0,93837.0
TXN_00022694,2025-05-02 06:04:26,CUST_000000,MERCH_0321,3899.787511147437,NGN,Mobile_Money,Card_Mastercard,Success,None,None,Food,0.6391947134118096,POS,WiFi,Kano,Refund,6,4,0,16384.0
TXN_00021200,2025-05-05 14:19:42,CUST_000000,MERCH_0392,3059.276569201198,NGN,USSD,Card_Visa,Success,None,None,Services,0.029485283965833164,POS,3G,Lagos,Purchase,14,0,0,288916.0
TXN_00054974,2025-05-07 23:21:44,CUST_000000,MERCH_0404,5932.74726823186,NGN,Mobile_Money,USSD_Airtel,Success,None,None,Food,0.14861594834103264,POS,4G,Kano,Refund,23,2,0,205322.0
TXN_00032790,2025-05-10 22:03:38,CUST_000000,MERCH_0075,3824.614387045565,EUR,Bank_Transfer,Mobile_Money_OPay,Success,None,None,E-commerce,0.0462975391403313,Tablet,4G,Abuja,Refund,22,5,1,254514.0
TXN_00019572,2025-05-11 11:22:26,CUST_000000,MERCH_0483,243.5196653294231,EUR,USSD,Card_Mastercard,Chargeback,None,Unauthorized,Food,0.6093841526157898,Desktop,4G,Lagos,Purchase,11,6,1,47928.0
TXN_00040218,2025-05-11 20:06:14,CUST_000000,MERCH_0126,7093.005601331952,USD,Mobile_Money,Bank_Transfer_Zenith,Failed,Processor_Down,None,Food,0.01567361253527244,POS,3G,Abuja,Refund,20,6,1,31428.0
TXN_00018051,2025-05-11 20:07:37,CUST_000000,MERCH_0261,4959.705046037282,EUR,Bank_Transfer,Card_Visa,Success,None,None,Retail,0.6763897571226566,Tablet,4G,Kano,Transfer,20,6,1,83.0
TXN_00031726,2025-05-12 12:36:22,CUST_000000,MERCH_0096,1357.786980355369,USD,Bank_Transfer,Mobile_Money_Paga,Failed,Fraud_Detected,None,Travel,0.4797801748409244,Tablet,3G,Ibadan,Transfer,12,0,0,59325.0
TXN_00051974,2025-05-14 15:41:31,CUST_000000,MERCH_0404,3024.1732252067345,USD,Card,Card_Mastercard,Success,None,None,Food,0.0563623526952608,Mobile,3G,Kano,Refund,15,2,0,183909.0
TXN_00072956,2025-05-17 11:59:17,CUST_000000,MERCH_0088,1057.692306720023,NGN,USSD,USSD_Airtel,Success,None,None,Food,0.5547390072664062,Mobile,4G,Port Harcourt,Purchase,11,5,1,245866.0
TXN_00017267,2025-05-18 23:29:48,CUST_000000,MERCH_0166,16138.304016746493,USD,Mobile_Money,Card_Visa,Success,None,None,Food,0.6511503404138731,Mobile,4G,Lagos,Transfer,23,6,1,127831.0
TXN_00042115,2025-05-19 02:00:04,CUST_000000,MERCH_0438,2912.213546911181,USD,Mobile_Money,Card_Visa,Success,None,None,Travel,0.9093930268002427,Tablet,WiFi,Ibadan,Transfer,2,0,0,9016.0
TXN_00049893,2025-05-27 02:05:11,CUST_000000,MERCH_0215,1312.9967283025055,NGN,Mobile_Money,USSD_Airtel,Success,None,None,E-commerce,0.19591058120919602,Tablet,4G,Ibadan,Transfer,2,1,0,691507.0
TXN_00081253,2025-05-29 11:48:17,CUST_000000,MERCH_0476,1711.1054057373183,EUR,Mobile_Money,Card_Visa,Success,None,None,Retail,0.41469595201891574,Desktop,4G,Lagos,Transfer,11,3,0,207786.0
TXN_00032421,2025-06-02 16:59:22,CUST_000000,MERCH_0041,614.514766927947,EUR,Bank_Transfer,USSD_Airtel,Success,None,None,Services,0.21625794094851813,Mobile,WiFi,Kano,Refund,16,0,0,364265.0
TXN_00056584,2025-06-07 08:58:00,CUST_000000,MERCH_0403,2435.8514922991003,NGN,Card,Bank_Transfer_Zenith,Success,None,None,Food,0.17440469958779203,Desktop,WiFi,Abuja,Purchase,8,5,1,403118.0
TXN_00030110,2025-06-11 23:35:11,CUST_000000,MERCH_0481,401.17923821185,EUR,Card,Mobile_Money_Paga,Success,None,None,Retail,0.5562059614030945,Desktop,3G,Abuja,Refund,23,2,0,398231.0
TXN_00036385,2025-06-12 18:52:31,CUST_000000,MERCH_0119,1265.8671646268194,USD,USSD,Bank_Transfer_Zenith,Success,None,None,Travel,0.5536282501852584,POS,WiFi,Lagos,Purchase,18,3,0,69440.0
TXN_00000705,2025-06-14 04:22:54,CUST_000000,MERCH_0242,2094.873984394499,USD,Card,Bank_Transfer_Zenith,Success,None,None,E-commerce,0.30909985895332626,POS,WiFi,Ibadan,Purchase,4,5,1,120623.0
TXN_00085561,2025-06-17 12:53:56,CUST_000000,MERCH_0384,6708.59737774711,EUR,Mobile_Money,Card_Verve,Success,None,None,Food,0.3510215039748754,Tablet,WiFi,Port Harcourt,Purchase,12,1,0,289862.0
TXN_00004834,2025-06-20 17:05:02,CUST_000000,MERCH_0395,385.87242690463984,NGN,USSD,Mobile_Money_OPay,Success,None,None,Travel,0.07014754045231142,Desktop,3G,Abuja,Transfer,17,4,0,274266.0
TXN_00095244,2025-06-20 19:17:42,CUST_000000,MERCH_0103,668.0674976641855,NGN,Bank_Transfer,Card_Verve,Success,None,None,Retail,0.04139731633956922,POS,3G,Ibadan,Transfer,19,4,0,7960.0
TXN_00007556,2025-06-25 09:06:52,CUST_000000,MERCH_0083,15282.310520853784,NGN,Card,USSD_MTN,Success,None,None,Food,0.0729960776555405,Desktop,4G,Abuja,Refund,9,2,0,395350.0
TXN_00057825,2025-06-25 21:32:40,CUST_000000,MERCH_0044,1305.767124210928,USD,USSD,Bank_Transfer_GTBank,Success,None,None,Services,0.1221147586405148,Mobile,4G,Ibadan,Purchase,21,2,0,44748.0
TXN_00026397,2025-06-29 11:26:34,CUST_000000,MERCH_0216,1829.8597676001395,USD,Mobile_Money,Card_Verve,Chargeback,None,Disputed,Food,0.28743664130329394,POS,WiFi,Lagos,Refund,11,6,1,309234.0
TXN_00012306,2025-07-01 19:15:40,CUST_000000,MERCH_0184,1934.522878589668,NGN,Card,Mobile_Money_Paga,Success,None,None,Retail,0.6097782297222838,POS,WiFi,Kano,Purchase,19,1,0,200946.0
TXN_00056250,2025-07-05 09:11:31,CUST_000000,MERCH_0216,3622.965082334523,EUR,USSD,Card_Mastercard,Success,None,None,Services,0.23260185837817793,Desktop,WiFi,Abuja,Refund,9,5,1,309351.0
TXN_00031516,2025-07-06 14:01:48,CUST_000000,MERCH_0091,4958.232062322978,USD,Card,USSD_MTN,Success,None,None,Retail,0.35779171620095207,Tablet,WiFi,Port Harcourt,Purchase,14,6,1,103817.0
TXN_00018528,2025-07-06 22:46:23,CUST_000000,MERCH_0285,1149.2701739854256,USD,Card,Bank_Transfer_GTBank,Success,None,None,Retail,0.0018396994263517596,Desktop,WiFi,Kano,Transfer,22,6,1,31475.0
TXN_00091514,2025-07-12 22:50:16,CUST_000000,MERCH_0271,8455.134626452385,USD,Bank_Transfer,Mobile_Money_OPay,Success,None,None,Services,0.4890235939548677,Tablet,3G,Ibadan,Transfer,22,5,1,518633.0
TXN_00014543,2025-07-13 14:27:18,CUST_000000,MERCH_0418,4692.438166915209,USD,USSD,USSD_Airtel,Success,None,None,Retail,0.8119574221029896,Desktop,4G,Lagos,Refund,14,6,1,56222.0
TXN_00095704,2025-07-17 03:00:00,CUST_000000,MERCH_0176,9404.183161432695,USD,Mobile_Money,Bank_Transfer_FirstBank,Chargeback,None,Unauthorized,Travel,0.7033215204733739,Tablet,WiFi,Lagos,Purchase,3,3,0,304362.0
TXN_00094553,2025-07-18 15:09:23,CUST_000000,MERCH_0469,3443.4486587774713,NGN,Bank_Transfer,Bank_Transfer_GTBank,Success,None,None,Retail,0.7713546260036773,Mobile,4G,Ibadan,Transfer,15,4,0,130163.0
TXN_00087832,2025-07-19 23:03:00,CUST_000000,MERCH_0263,7503.03445961212,USD,Card,Card_Visa,Failed,Insufficient_Funds,None,E-commerce,0.16863473242164873,Desktop,WiFi,Kano,Transfer,23,5,1,114817.0
TXN_00029120,2025-07-21 00:08:19,CUST_000000,MERCH_0161,3597.891953551619,NGN,Card,Bank_Transfer_Zenith,Success,None,None,Services,0.030056995274922005,Tablet,WiFi,Kano,Refund,0,0,0,90319.0
TXN_00011584,2025-07-21 21:03:56,CUST_000000,MERCH_0312,444.9071245586515,EUR,USSD,Mobile_Money_OPay,Success,None,None,E-commerce,0.718728224872917,Tablet,3G,Ibadan,Refund,21,0,0,75337.0
TXN_00024233,2025-01-03 15:02:05,CUST_000001,MERCH_0153,1854.877223528148,EUR,Card,Bank_Transfer_GTBank,Success,None,None,Retail,0.5424296566929114,Desktop,3G,Port Harcourt,Transfer,15,4,0,3600.0
TXN_00038260,2025-01-03 22:12:37,CUST_000001,MERCH_0368,854.1072049038575,USD,Card,Card_Visa,Success,None,None,E-commerce,0.4380814079105185,Mobile,WiFi,Abuja,Purchase,22,4,0,25832.0
TXN_00037204,2025-01-05 19:35:44,CUST_000001,MERCH_0335,2747.747266168607,EUR,Card,USSD_Airtel,Success,None,None,Food,0.5671979258978782,Mobile,4G,Abuja,Purchase,19,6,1,163387.0
TXN_00014657,2025-01-06 03:40:32,CUST_000001,MERCH_0441,2564.983448845921,EUR,Card,Mobile_Money_OPay,Success,None,None,Food,0.9668670059384828,Tablet,3G,Lagos,Refund,3,0,0,29088.0
TXN_00053474,2025-01-07 01:01:49,CUST_000001,MERCH_0287,5333.44095742722,USD,Bank_Transfer,Bank_Transfer_FirstBank,Success,None,None,Food,0.46167526089435107,POS,4G,Port Harcourt,Purchase,1,1,0,76877.0
TXN_00093645,2025-01-09 01:19:46,CUST_000001,MERCH_0249,6558.8600627163,NGN,Card,Card_Mastercard,Success,None,None,E-commerce,0.0765864377650941,Tablet,4G,Lagos,Purchase,1,3,0,173877.0
TXN_00040221,2025-01-09 12:05:52,CUST_000001,MERCH_0278,9873.80144480409,EUR,Mobile_Money,Bank_Transfer_FirstBank,Success,None,None,E-commerce,0.985333389725534,Mobile,3G,Ibadan,Refund,12,3,0,38766.0
TXN_00028378,2025-01-10 04:15:59,CUST_000001,MERCH_0471,3534.7321869367456,NGN,USSD,Card_Verve,Success,None,None,Retail,0.8139144502357505,Desktop,3G,Lagos,Transfer,4,4,0,58207.0
TXN_00030440,2025-01-11 12:53:48,CUST_000001,MERCH_0463,2260.1598345774482,NGN,Mobile_Money,Mobile_Money_Paga,Success,None,None,Food,0.2148543309421581,Desktop,3G,Port Harcourt,Refund,12,5,1,117469.0
TXN_00026972,2025-01-11 16:34:08,CUST_000001,MERCH_0097,7252.991203477633,USD,Bank_Transfer,Bank_Transfer_FirstBank,Failed,Network_Error,None,Services,0.9942418359811693,Mobile,WiFi,Port Harcourt,Purchase,16,5,1,13220.0
TXN_00007725,2025-01-11 17:12:48,CUST_000001,MERCH_0116,1827.4899042918337,USD,USSD,Mobile_Money_Paga,Success,None,None,E-commerce,0.5383259289587126,Mobile,WiFi,Abuja,Purchase,17,5,1,2320.0
TXN_00058679,2025-01-16 01:58:47,CUST_000001,MERCH_0036,1415.4426219579777,EUR,Bank_Transfer,Card_Verve,Success,None,None,Services,0.14473098460619926,Tablet,3G,Ibadan,Purchase,1,3,0,377159.0
TXN_00009924,2025-01-18 17:55:45,CUST_000001,MERCH_0230,2663.403894721841,USD,USSD,Bank_Transfer_Zenith,Success,None,None,Retail,0.3913038375052805,Tablet,4G,Abuja,Transfer,17,5,1,230218.0
TXN_00007714,2025-01-21 21:18:55,CUST_000001,MERCH_0167,11419.35160191904,USD,Bank_Transfer,Mobile_Money_OPay,Success,None,None,Travel,0.34304512176698465,Tablet,WiFi,Kano,Transfer,21,1,0,271390.0
TXN_00021399,2025-01-22 23:35:23,CUST_000001,MERCH_0156,1178.4947264113252,NGN,Bank_Transfer,USSD_Airtel,Success,None,None,E-commerce,0.12138892810671564,Tablet,4G,Kano,Refund,23,2,0,94588.0
TXN_00024063,2025-01-27 05:58:00,CUST_000001,MERCH_0037,1712.6813426370713,NGN,Card,Card_Verve,Success,None,None,E-commerce,0.8918017769133657,Desktop,4G,Ibadan,Transfer,5,0,0,368557.0
TXN_00091990,2025-01-30 04:37:10,CUST_000001,MERCH_0023,5295.571209437552,EUR,Card,Bank_Transfer_Zenith,Success,None,None,E-commerce,0.2332139384404881,Desktop,WiFi,Ibadan,Refund,4,3,0,254350.0
TXN_00005704,2025-02-05 17:33:25,CUST_000001,MERCH_0247,6485.15064079633,NGN,Card,Card_Mastercard,Chargeback,None,Disputed,Food,0.7764479662695278,Mobile,WiFi,Port Harcourt,Refund,17,2,0,564975.0
TXN_00097767,2025-02-10 14:46:42,CUST_000001,MERCH_0310,1122.0838293835222,USD,Mobile_Money,Card_Visa,Success,None,None,Travel,0.9015945934259273,Desktop,3G,Ibadan,Transfer,14,0,0,421997.0
