processor_pathway,cost,latency,success_rate,network_stability,timestamp,availability,failure_reason
Mobile_Money_Paga,0.010071076823513821,1920.5032720443712,0.9272742428395483,0.9437193688576226,2025-01-25 21:25:29,1.0,None
Card_Visa,0.04412354162122924,1905.6668690004853,0.9102004385149016,0.9506283872412052,2025-05-08 01:36:38,1.0,None
Mobile_Money_OPay,0.04602775606891242,668.6654331987895,0.9539785041021418,0.9398373827929672,2025-05-03 20:09:52,1.0,None
USSD_MTN,0.014527798022258334,408.53809955555363,0.9758901155238575,0.8961636217100369,2025-06-10 05:40:04,1.0,None
USSD_Airtel,0.03443347712761054,1813.7135324877713,0.9747503276267807,0.8722975731442814,2025-02-18 17:08:44,1.0,None
USSD_MTN,0.04903442800744424,563.6686626285267,0.9059743341480381,0.969738200678512,2025-06-09 23:46:55,1.0,None
USSD_MTN,0.02385601594145704,1127.3736148891471,0.9776461977505553,0.9517889355730167,2025-06-15 00:35:24,1.0,None
Card_Verve,0.02660372959875021,1070.837194756783,0.9700025945453669,0.9406569291482987,2025-04-30 04:47:37,1.0,None
Bank_Transfer_FirstBank,0.012872406424301444,159.0916997501231,0.9011721239847942,0.8926186868857565,2025-05-23 18:06:56,1.0,None
Mobile_Money_OPay,0.03973704441562329,544.8028623295959,0.9935089321228605,0.8872671971277308,2025-01-17 02:06:14,1.0,None
Card_Mastercard,0.0102480332879664,197.98948309712836,0.925759522802185,0.885267719900185,2025-04-30 02:12:53,1.0,None
USSD_Airtel,0.04245386797182122,701.5092515971812,0.9658689064155181,0.8915664818024088,2025-01-20 20:12:01,1.0,None
Card_Verve,0.04073591496441035,568.014825010498,0.9690551350544192,0.8742474594294681,2025-04-26 00:01:02,1.0,None
Bank_Transfer_GTBank,0.01681884529848387,165.44983330485297,0.9064739783126118,0.9254067285334384,2025-07-22 00:43:41,1.0,None
USSD_MTN,0.025498566636034767,772.5404330918992,0.9802514492955052,0.9905501037306188,2025-02-04 18:49:24,1.0,None
USSD_MTN,0.014676415278883748,302.02950513278586,0.9975549386048577,0.9365775212976624,2025-07-12 23:47:55,1.0,None
Card_Verve,0.032503556377547635,1458.2483176389119,0.9592734283570661,0.8839391164228113,2025-01-18 06:32:12,1.0,None
Bank_Transfer_GTBank,0.013957473108643183,1533.0256778854164,0.9811710140579898,0.9006618390593749,2025-02-12 02:16:13,1.0,None
USSD_MTN,0.010733831987776657,630.6775311585715,0.9610051562706032,0.9389949815765856,2025-05-21 13:55:44,1.0,None
Bank_Transfer_Zenith,0.045615447946402606,1986.2295692822981,0.9726512493820856,0.9320550708480573,2025-03-20 22:23:24,1.0,None
Card_Visa,0.023585369393413314,1245.8254718253806,0.9704288512469776,0.8968047492907337,2025-04-05 06:03:55,1.0,None
Card_Mastercard,0.038706121105759564,162.58930066138885,0.9419757823524189,0.8826408993318574,2025-03-10 18:26:08,1.0,None
Card_Mastercard,0.03345893045370207,331.72021963125405,0.9238931907399911,0.8755886695684186,2025-04-05 10:53:03,1.0,None
Bank_Transfer_GTBank,0.038639677208600495,372.3803157033923,0.9538817383799576,0.9734991987980586,2025-05-10 02:43:32,1.0,None
USSD_MTN,0.03708683911259968,1825.5806299285089,0.9855138415534999,0.9458397914279818,2025-06-20 03:58:23,1.0,None
Card_Verve,0.03085139562283263,1691.740841932143,0.9182363254571351,0.9892403126952647,2025-04-14 18:54:44,1.0,None
Card_Mastercard,0.015877813018893176,1237.1188677932184,0.9198434927023686,0.9168502302073164,2025-04-02 05:31:04,1.0,None
Mobile_Money_OPay,0.030906838588833287,1532.6291739738147,0.9237786786002719,0.9024719010221718,2025-02-26 23:35:05,1.0,None
Bank_Transfer_GTBank,0.03558843809819973,317.8869608646104,0.9462564927078422,0.9340071411133152,2025-06-05 13:46:26,1.0,None
USSD_MTN,0.034173638154731754,1714.525236543673,0.9057807901356948,0.9176603992461438,2025-06-03 23:32:55,1.0,None
Card_Visa,0.04706956279833188,1993.4925405091492,0.9169685112694502,0.9076181852976424,2025-02-08 09:25:40,1.0,None
Bank_Transfer_GTBank,0.02683944370665442,400.61562160451854,0.9468662539910916,0.9231870627608657,2025-05-10 01:04:03,1.0,None
Bank_Transfer_GTBank,0.03302092384851705,1179.911860270205,0.9881939363987132,0.9927252845943179,2025-07-22 02:02:11,1.0,None
Mobile_Money_Paga,0.026612294395909702,882.2884793803513,0.9878748459849735,0.8702924094167646,2025-03-30 01:54:27,1.0,None
USSD_MTN,0.01307720285835529,1699.027551477983,0.9849637141304873,0.9602371720680993,2025-03-06 02:41:15,1.0,None
Mobile_Money_OPay,0.01879093268629445,1011.6584144628538,0.9760307491855269,0.9185797269806683,2025-01-14 04:34:56,1.0,None
Bank_Transfer_GTBank,0.0330559472679266,1214.0027631324979,0.9091099022651568,0.9272123916173693,2025-05-04 23:14:31,1.0,None
Bank_Transfer_FirstBank,0.033750686444888156,1385.7789968713482,0.9144761603106132,0.9020654643601059,2025-04-27 18:37:44,1.0,None
Bank_Transfer_FirstBank,0.02143086929320228,1928.5781817588866,0.9022447846534536,0.8714467802593207,2025-02-15 22:09:55,1.0,None
Card_Verve,0.017966195302204835,1727.2315345795978,0.991762435249946,0.8974473693536613,2025-06-09 10:39:36,1.0,None
Card_Verve,0.029284641837796853,1738.5242933897266,0.98805947380921,0.8857010013436669,2025-03-19 23:11:10,1.0,None
USSD_Airtel,0.02102625393319231,1131.8949932071557,0.9083895075643104,0.9217269564263685,2025-07-04 08:41:22,1.0,None
Bank_Transfer_Zenith,0.016523512625428005,405.7396731205811,0.9764647858440176,0.9865851953395963,2025-04-08 01:21:01,1.0,None
Bank_Transfer_Zenith,0.04930445588436663,992.900609439051,0.9309570632919048,0.9443194492245851,2025-04-17 19:04:05,1.0,None
Card_Verve,0.011451753863620287,483.66664705932635,0.9417236200351216,0.8962908827639335,2025-01-25 19:36:12,1.0,None
Mobile_Money_Paga,0.03195366801692186,1950.8957381449247,0.9945705001071148,0.9378985126181112,2025-03-08 00:12:02,1.0,None
Card_Visa,0.014934652355814012,1107.1000026185125,0.9097692683618732,0.9418276196572671,2025-03-20 04:19:23,1.0,None
USSD_MTN,0.03800876232089385,1709.1604246728834,0.9690619398162672,0.9293735063187958,2025-07-22 21:34:58,1.0,None
Bank_Transfer_FirstBank,0.021297031623838336,733.8878047140707,0.9711526912036033,0.8519459380225398,2025-07-04 09:40:29,1.0,None
Bank_Transfer_Zenith,0.01760129599649047,1002.416274831334,0.9086142666032755,0.8527047800360531,2025-06-17 14:17:44,1.0,None
Card_Verve,0.016315572946453687,1392.0263516436546,0.9911555530830871,0.9922369714996562,2025-03-20 13:56:40,1.0,None
Mobile_Money_Paga,0.013854875658892447,1666.1641455934296,0.9951285908759362,0.93397479322603,2025-07-21 10:01:53,1.0,None
Mobile_Money_Paga,0.03130488471863905,742.9795720829609,0.9727197276537574,0.9490333328784588,2025-01-03 11:47:22,1.0,None
Bank_Transfer_Zenith,0.036317296883202496,487.49904916401334,0.9828000506558847,0.9861517325160445,2025-07-17 01:56:46,1.0,None
USSD_MTN,0.034451322655996125,641.2553424828765,0.9723895512450388,0.951028180102637,2025-04-29 16:46:42,1.0,None
Bank_Transfer_FirstBank,0.02120676672978615,1204.4293350690696,0.9833692991862323,0.9211434588286296,2025-06-26 20:25:33,1.0,None
USSD_MTN,0.04972830368668016,149.07522216626796,0.9491618627313217,0.9898137366539788,2025-05-22 04:34:25,1.0,None
Bank_Transfer_GTBank,0.031073970939402666,1523.574257816793,0.9572420901368446,0.9254653748701881,2025-04-25 06:22:31,1.0,None
Mobile_Money_OPay,0.03727573775447199,1777.2123364400693,0.9510298122865871,0.9496192041281875,2025-01-17 13:56:29,1.0,None
Mobile_Money_OPay,0.0432401886642375,545.1480483391705,0.9003348793324227,0.9876119969388898,2025-06-17 02:22:24,1.0,None
Card_Mastercard,0.046716250252647314,1710.6427430916153,0.9514134153953585,0.8623047262238679,2025-03-22 12:57:53,1.0,None
Bank_Transfer_Zenith,0.029911291863202225,1197.2555738255915,0.9487761833719404,0.8773576107732123,2025-05-08 13:34:06,1.0,None
USSD_MTN,0.021413893706687528,600.1678729490484,0.9135452536303968,0.9861221967011271,2025-02-17 12:34:14,1.0,None
Card_Verve,0.04140149801886284,977.9063801595505,0.9692375845790768,0.9957988988426573,2025-03-10 03:57:55,1.0,None
Bank_Transfer_GTBank,0.013435115449640685,289.95329832874916,0.9318114310294963,0.9934706214224733,2025-07-02 15:41:48,1.0,None
USSD_MTN,0.041950116969509836,986.7269491625962,0.957618272879519,0.9070596666337684,2025-03-30 02:57:50,1.0,None
USSD_Airtel,0.04928157426713757,1297.9415769300545,0.9989429445784417,0.9293430778197921,2025-04-15 06:44:55,1.0,None
Card_Mastercard,0.016944995141709294,1592.3464441187825,0.920754638619641,0.9472534608909942,2025-05-28 08:37:00,1.0,None
Card_Verve,0.015569329333515092,613.2624444664017,0.9402338821135185,0.9978498597951179,2025-04-16 14:38:08,1.0,None
Bank_Transfer_Zenith,0.021187534280427217,745.0271591455378,0.950823324012773,0.8809262021080169,2025-05-21 07:46:31,1.0,None
Mobile_Money_OPay,0.013890377672404513,1240.6214008881177,0.922697657866383,0.9795549316071652,2025-02-03 20:34:31,1.0,None
Card_Verve,0.025230293419153203,1379.5423419701035,0.9791971708871507,0.9445350602029497,2025-05-30 01:51:54,1.0,None
Card_Mastercard,0.045750125103158096,1534.649410440892,0.9451072501317913,0.9280246573122026,2025-07-11 16:41:24,1.0,None
Mobile_Money_OPay,0.02312986117658915,1477.0241579563158,0.9743864873965693,0.9028528995420033,2025-04-19 12:03:02,1.0,None
Mobile_Money_OPay,0.030580003855544435,399.47512369060826,0.9815777822996017,0.9450346337118521,2025-07-18 15:05:56,1.0,None
Card_Visa,0.026332303160037977,1122.606940367648,0.9248460860935436,0.8666391983409196,2025-01-13 19:34:18,1.0,None
Card_Verve,0.04290982934049902,593.2728388416483,0.936927373737179,0.877910076082341,2025-01-07 23:00:30,1.0,None
Bank_Transfer_Zenith,0.04609951728037127,1466.6632426460221,0.9711254118973984,0.8738109489957957,2025-06-12 07:38:31,1.0,None
Card_Verve,0.04537874257841897,1639.9856473122477,0.9884942909783975,0.9532841250640545,2025-04-20 09:31:32,1.0,None
Mobile_Money_Paga,0.04190111738806461,138.57678252192977,0.9646528780763468,0.860005012903499,2025-04-26 12:56:38,1.0,None
Bank_Transfer_Zenith,0.015397121047727667,1933.2820232166775,0.9935411721294279,0.8824857096285715,2025-07-20 05:58:29,1.0,None
USSD_Airtel,0.047749213463364824,1634.6657662018752,0.9717411778843317,0.8921410680439227,2025-01-24 11:17:21,1.0,None
Card_Visa,0.035299349511381174,1382.3566205630534,0.9381158119047261,0.9131404821377553,2025-01-03 11:30:22,1.0,None
Bank_Transfer_Zenith,0.014198562138477411,1771.1365688348824,0.9515465098702974,0.9912872770466647,2025-06-04 04:00:14,1.0,None
Mobile_Money_Paga,0.012108465298322662,342.6901900251413,0.962048911696831,0.8954470708109717,2025-06-28 19:25:27,1.0,None
Card_Verve,0.0463478539356941,806.0371291372056,0.9594489464053109,0.9099019190589644,2025-02-24 16:44:49,1.0,None
Card_Visa,0.046710121567708734,836.1381658637683,0.982063252851241,0.9315238276408301,2025-01-15 22:07:32,1.0,None
Card_Visa,0.03274919204566537,1391.7538132870393,0.9574759626904945,0.9655365666849937,2025-07-06 20:44:51,1.0,None
Mobile_Money_Paga,0.04753903785851372,1625.8744163164806,0.9149719775923091,0.9721644507812388,2025-02-16 01:12:52,1.0,None
Bank_Transfer_Zenith,0.018601894084444306,1222.4396478544359,0.9069522780594984,0.9208555601109938,2025-01-05 01:37:55,1.0,None
Card_Mastercard,0.014417166348769266,478.5594819131752,0.9701270742232277,0.9951479717482397,2025-02-22 19:22:38,1.0,None
Card_Verve,0.024374982276133758,1304.295299334259,0.9539901440726738,0.9325650846675618,2025-01-15 17:34:24,1.0,None
USSD_Airtel,0.019138132265746836,1663.2094096199608,0.9502953172881128,0.9131900272243548,2025-06-09 13:35:14,1.0,None
Card_Verve,0.04359278744432938,104.55459730148166,0.9780239971669232,0.9643495109479945,2025-07-07 07:27:02,1.0,None
Bank_Transfer_Zenith,0.04466256110777492,1954.3294939562827,0.9531458418199059,0.9872458629197519,2025-07-17 16:47:25,1.0,None
Bank_Transfer_FirstBank,0.02622759431532387,344.24959612103186,0.9109816862114258,0.9936958977364696,2025-01-01 16:01:59,1.0,None
Bank_Transfer_FirstBank,0.0334864646787809,269.07715357506675,0.9998332806996189,0.9250718638327478,2025-01-30 22:25:40,1.0,None
Mobile_Money_Paga,0.03897083486419201,492.14295755234696,0.9521558549942557,0.8950719457475781,2025-04-11 14:17:26,1.0,None
Bank_Transfer_Zenith,0.04700700924816076,1447.2002539961284,0.980201207843937,0.873748213826634,2025-03-14 09:48:07,1.0,None
Mobile_Money_Paga,0.02521863002651209,1778.4002705117953,0.9861997223166186,0.8697144514569528,2025-04-25 13:50:21,1.0,None
Bank_Transfer_FirstBank,0.04732735789035039,556.0605356002714,0.9577573458224848,0.9612439176022746,2025-02-06 15:24:45,1.0,None
USSD_Airtel,0.01056929708750483,1075.9471655681489,0.906858903697427,0.9128025416538519,2025-05-28 14:58:14,1.0,None
Bank_Transfer_FirstBank,0.015464052436889069,1990.2740335560995,0.9082154642659117,0.9123745263052458,2025-03-19 23:56:29,1.0,None
Bank_Transfer_Zenith,0.03291028426844434,996.5075256944426,0.9557877628675915,0.899818901101387,2025-04-19 05:07:57,1.0,None
Mobile_Money_OPay,0.04781360238209472,1189.5543536494388,0.9375562719712547,0.8787479887470702,2025-05-23 17:55:59,1.0,None
USSD_Airtel,0.015179281036724706,1575.8414647118066,0.9930036079865188,0.971936024069625,2025-02-18 19:42:09,1.0,None
Card_Visa,0.03639822537099487,1891.4476802313109,0.9854155787697397,0.9430204428539342,2025-02-14 18:28:39,1.0,None
USSD_MTN,0.04521615271785447,1665.0373703152577,0.9638101137887667,0.9082127277578991,2025-05-30 07:49:10,1.0,None
Mobile_Money_OPay,0.0234913217251491,632.5042754093312,0.9463979642191988,0.882626318101419,2025-04-19 09:42:56,1.0,None
Card_Mastercard,0.03017411012670472,856.1056452040044,0.9558435337901701,0.9085685985512237,2025-03-25 19:52:06,1.0,None
USSD_MTN,0.011258425725953822,957.3489621868181,0.964152229901946,0.8937951264336811,2025-07-14 14:32:09,1.0,None
Bank_Transfer_Zenith,0.03458196240796455,465.80709205384466,0.9418968684852098,0.9631697091602359,2025-01-04 06:07:39,1.0,None
Card_Visa,0.023258958205936417,944.993496197465,0.954125821367848,0.974636244239831,2025-03-08 04:56:16,1.0,None
Bank_Transfer_GTBank,0.033546595727807514,1416.8907240724297,0.9719474166502692,0.916418710940312,2025-02-13 00:44:30,1.0,None
Card_Verve,0.03773874136654003,1954.582046828675,0.961851986022169,0.9693491249090608,2025-02-20 05:56:38,1.0,None
Card_Mastercard,0.044785373690616886,1318.676054873602,0.9679844913838044,0.9504446910597852,2025-01-20 12:36:22,1.0,None
Card_Visa,0.0496932996084308,1548.4954893730803,0.9919993871056021,0.8623471173782018,2025-04-28 21:39:14,1.0,None
Bank_Transfer_Zenith,0.03099089129591978,1315.164655803357,0.9037386159014601,0.9027443743062402,2025-01-09 11:36:13,1.0,None
Card_Mastercard,0.012752647661969551,1965.004706722246,0.9704958920281312,0.8690060515645105,2025-01-19 12:08:01,1.0,None
Card_Visa,0.019034139525122274,1431.1600557189818,0.9400675309552396,0.9746118117327482,2025-05-07 22:44:12,1.0,None
Bank_Transfer_FirstBank,0.01837141901359042,133.68331197712368,0.9344626026413749,0.9511103716800382,2025-05-08 03:35:58,1.0,None
USSD_MTN,0.010490057041630916,1814.9036938181646,0.9764650867364725,0.8576101324922243,2025-01-09 10:25:57,1.0,None
USSD_Airtel,0.033572221161403175,1289.348879750397,0.9695463718318152,0.8955859184747714,2025-05-17 05:19:44,1.0,None
Card_Visa,0.04908774704847215,1587.0374962514231,0.9982914031780498,0.9906324918904363,2025-05-29 03:13:29,1.0,None
Mobile_Money_Paga,0.012197006885273635,1597.7207092429285,0.9708380467152805,0.9772610682694429,2025-07-12 17:25:12,1.0,None
Mobile_Money_OPay,0.028976103079275208,858.3987835718303,0.9224265032915583,0.9083222108574879,2025-07-04 18:51:20,1.0,None
Card_Mastercard,0.018316960057950554,1596.8270537578567,0.9037694110982176,0.9607809178819764,2025-01-28 16:35:54,1.0,None
Mobile_Money_OPay,0.014316460044174334,1401.5155240304425,0.9613146852485999,0.8745080179109718,2025-06-10 14:38:44,1.0,None
Mobile_Money_Paga,0.010219050687557277,1458.653662007268,0.9368110349706704,0.9715062908244715,2025-03-07 23:32:15,1.0,None
Bank_Transfer_Zenith,0.01558724701674652,1688.3216148565223,0.9451068070935265,0.8855840559149595,2025-01-19 05:55:23,1.0,None
Bank_Transfer_Zenith,0.011775290792960469,463.9172832138913,0.9429150542405744,0.9029479558524542,2025-02-10 01:15:49,1.0,None
Card_Visa,0.028050535596193887,1692.7429177319102,0.9834939170846976,0.9598135983758472,2025-03-01 13:23:10,1.0,None
Mobile_Money_OPay,0.013938996904639995,953.7730769943694,0.981543760722897,0.9927691238875708,2025-04-03 02:30:53,1.0,None
Bank_Transfer_GTBank,0.016307879547335712,292.82323814430606,0.935949421087592,0.9879411184470079,2025-01-06 03:12:23,1.0,None
Bank_Transfer_FirstBank,0.04947620134933553,1690.9998353345923,0.9222031948617726,0.9398841699240394,2025-07-21 16:29:02,1.0,None
Bank_Transfer_Zenith,0.04761718878662796,325.0475398261671,0.9557801731992017,0.9655464229364874,2025-01-03 03:32:04,1.0,None
Mobile_Money_Paga,0.045942245133462276,1632.8185795055151,0.9486608226205901,0.8549932461963771,2025-01-27 08:11:03,1.0,None
Bank_Transfer_GTBank,0.028161051042043382,268.197918138904,0.906106482681613,0.8738344478713752,2025-02-28 04:28:17,1.0,None
Mobile_Money_OPay,0.013148095091867483,965.2398152587915,0.9740414587379259,0.8705610963607757,2025-02-21 08:06:27,1.0,None
USSD_MTN,0.014574964273890267,1144.5043161053268,0.950822177236832,0.9113071283799409,2025-01-17 14:06:48,1.0,None
Card_Visa,0.017825347950158933,1538.7383816317622,0.9938345604280352,0.9306175094628002,2025-02-17 10:27:28,1.0,None
Bank_Transfer_Zenith,0.022334970645602352,1657.9572993020245,0.9748624768145302,0.9716675933163943,2025-05-07 21:01:18,1.0,None
Card_Mastercard,0.011171536570617643,172.73146924538798,0.901373814811234,0.8911672384674478,2025-07-13 12:31:17,1.0,None
Card_Verve,0.04782337875936063,865.9087743604997,0.9866383099144689,0.8732366899578672,2025-03-09 05:35:23,1.0,None
Mobile_Money_Paga,0.042797436278223404,798.6956525058587,0.9463646701701127,0.977980332380534,2025-04-19 22:00:11,1.0,None
USSD_Airtel,0.019442987439254773,1722.3367426334223,0.994355491198887,0.8759336937511448,2025-06-15 20:05:35,1.0,None
Card_Verve,0.044284727292976625,1219.5677354432125,0.9083303048904173,0.8516348536378017,2025-07-05 14:36:38,1.0,None
Card_Mastercard,0.01371673309556281,1476.1274208223513,0.9869434714306389,0.8543400934129377,2025-05-27 04:50:54,1.0,None
Card_Verve,0.04039410885606853,1977.1544300610542,0.9809826137482948,0.9123218496454294,2025-03-20 15:46:50,1.0,None
Card_Visa,0.040491019188320945,1839.3249141857239,0.9787926975097309,0.9936161615653476,2025-03-29 00:44:25,1.0,None
Card_Mastercard,0.014686985687578723,561.4579440624459,0.9118784051090841,0.9090368428312727,2025-05-21 04:56:31,1.0,None
USSD_Airtel,0.010642429292162818,793.868774982706,0.9692613116453149,0.9799726912073536,2025-03-27 00:44:47,1.0,None
USSD_Airtel,0.014073512573980254,942.1781253448182,0.9502215662453559,0.8540274938451909,2025-02-28 16:15:49,1.0,None
Card_Mastercard,0.02627215052922631,1362.9444390974984,0.9882318091627597,0.8575464553855087,2025-07-18 09:36:58,1.0,None
Mobile_Money_Paga,0.022207469303646435,1072.2691759435747,0.910248047385036,0.9445811560992547,2025-05-12 17:28:21,1.0,None
Bank_Transfer_FirstBank,0.03666164611582806,1481.9377589932951,0.9777104448409009,0.9106703615082135,2025-04-15 17:44:25,1.0,None
Bank_Transfer_FirstBank,0.037093162666944866,1315.4654082007428,0.9302784783624348,0.8731230432734156,2025-02-12 23:44:39,1.0,None
Card_Mastercard,0.029506720320054657,373.78775331713024,0.9602300254024303,0.9633653022721334,2025-02-24 22:05:01,1.0,None
Bank_Transfer_Zenith,0.03008083846918292,691.877104289926,0.9181371814030589,0.9133192540312675,2025-02-28 20:25:53,1.0,None
Bank_Transfer_Zenith,0.021644220642876445,568.9089400148137,0.9893275751446315,0.8569908753254889,2025-06-10 14:26:59,1.0,None
USSD_Airtel,0.024229169246829184,542.8793926851408,0.9382185293832557,0.8532003435371409,2025-04-18 07:28:26,1.0,None
Bank_Transfer_Zenith,0.04732376041827515,945.2088065849711,0.9840705164016458,0.9921462125237976,2025-02-06 05:05:55,1.0,None
USSD_Airtel,0.03498443231106347,1768.6766616992359,0.9556255684839501,0.8607060400760357,2025-06-14 19:29:49,1.0,None
Bank_Transfer_GTBank,0.03555647783878548,1142.7556978726034,0.9204497049688575,0.9512671374450137,2025-05-06 22:25:36,1.0,None
Card_Verve,0.039455132176882124,1700.1600727040504,0.9563895890645624,0.9351420474749822,2025-05-14 16:31:24,1.0,None
Bank_Transfer_Zenith,0.04827170557350208,1865.7856782319936,0.9694089194285395,0.9505573458210004,2025-07-22 12:45:21,1.0,None
Bank_Transfer_Zenith,0.0397223862173694,378.61259632656356,0.9467540474700346,0.9640988045554102,2025-06-24 05:28:40,1.0,None
USSD_Airtel,0.021910748752268342,1414.3647745525168,0.9013626699551464,0.9332444520238,2025-04-03 02:10:02,1.0,None
USSD_Airtel,0.04702149606220042,1303.3609840273737,0.9967486695387919,0.8932275425359172,2025-04-05 04:58:25,1.0,None
Bank_Transfer_Zenith,0.03495011387014328,936.8978287686175,0.9657765136873528,0.8795081981952673,2025-07-03 00:48:29,1.0,None
Mobile_Money_Paga,0.018626483485993366,1407.285762129875,0.9716463449839751,0.9346490999807031,2025-01-21 08:09:02,1.0,None
Bank_Transfer_FirstBank,0.027215936591565425,257.02053168143993,0.9386137632924533,0.9623556207432153,2025-06-10 07:17:03,1.0,None
Bank_Transfer_FirstBank,0.04359384834225237,948.5130825238567,0.9282789530257396,0.9154872015620646,2025-07-22 00:11:44,1.0,None
Card_Visa,0.04905196354233252,536.2866919892863,0.9698139147331953,0.9602703728497,2025-01-03 09:44:19,1.0,None
Card_Verve,0.03824521048991823,1897.6839636939592,0.9794218384086975,0.9498092002577745,2025-05-15 00:08:07,1.0,None
Mobile_Money_OPay,0.019778381659663374,717.6386188321175,0.9679963274479062,0.9149979395210911,2025-01-21 11:58:30,1.0,None
Card_Visa,0.04081987302135015,203.80793179927917,0.9138537099087887,0.925726448558439,2025-07-09 18:08:14,1.0,None
Mobile_Money_OPay,0.03711185413613513,1030.8129633677963,0.9821832933147702,0.8868751495661821,2025-03-06 13:11:53,1.0,None
USSD_MTN,0.01780562086960249,1979.6009098699078,0.9785293166974469,0.9609897882993466,2025-01-23 10:02:20,1.0,None
USSD_MTN,0.04035301932993513,1288.7644730420634,0.9793726988954705,0.9112129191665197,2025-06-14 13:38:57,1.0,None
USSD_MTN,0.03233099396638403,1540.5014420483576,0.9465288933884437,0.8728602716124267,2025-01-26 10:11:15,1.0,None
Card_Mastercard,0.03634914267594968,192.91830661504716,0.9010531194572653,0.9609768624716605,2025-07-03 08:48:56,1.0,None
Card_Visa,0.02855112410488065,553.400933655292,0.9737635811215587,0.9311988991496619,2025-06-11 10:06:16,1.0,None
Bank_Transfer_GTBank,0.048383493863995125,1235.0870034992572,0.9025189005746989,0.960118023914551,2025-07-21 09:01:59,1.0,None
Bank_Transfer_FirstBank,0.015578055378188167,989.9038571110647,0.9600869635472513,0.9455277471983624,2025-01-17 19:20:49,1.0,None
USSD_MTN,0.0442061586000662,829.2682668146272,0.9501281599238288,0.9593206067856208,2025-05-19 20:09:59,1.0,None
USSD_Airtel,0.013195042449192411,867.489583233819,0.903422773038856,0.9108375291403998,2025-02-20 21:07:52,1.0,None
Card_Mastercard,0.047695045047331894,327.1520212944191,0.9680742519906408,0.8502112110213779,2025-07-07 20:41:14,1.0,None
Bank_Transfer_FirstBank,0.015240364674041018,1001.6377729162783,0.977086257785859,0.9730117361420989,2025-01-28 18:44:54,1.0,None
USSD_MTN,0.020521461518645714,1655.8771951053338,0.9802185698140709,0.903912584765761,2025-01-06 08:55:59,1.0,None
Mobile_Money_OPay,0.048610896678697564,299.2004528803493,0.96123881140538,0.9443315130133155,2025-03-17 20:37:04,1.0,None
Bank_Transfer_Zenith,0.020562689775353186,1560.724235597185,0.941989063995373,0.9179571215575036,2025-01-26 04:00:20,1.0,None
Bank_Transfer_GTBank,0.026397120508064156,1723.86348376909,0.9645422684048326,0.8523344156729753,2025-02-04 23:42:52,1.0,None
